8	2025-11-01 08:37:00	0	1
8	2025-11-01 18:32:00	1	1
ISID105	2025-11-01 09:16:00	0	1
ISID105	2025-11-01 17:33:00	1	1
ISIT0022	2025-11-01 09:05:00	0	1
ISIT0022	2025-11-01 17:42:00	1	1
ISIT100	2025-11-01 08:33:00	0	1
ISIT100	2025-11-01 17:34:00	1	1
ISIT101	2025-11-01 09:13:00	0	1
ISIT101	2025-11-01 17:57:00	1	1
ISIT102	2025-11-01 09:12:00	0	1
ISIT102	2025-11-01 17:42:00	1	1
ISIT103	2025-11-01 09:12:00	0	1
ISIT103	2025-11-01 18:01:00	1	1
ISIT104	2025-11-01 08:35:00	0	1
ISIT104	2025-11-01 17:34:00	1	1
ISIT106	2025-11-01 09:02:00	0	1
ISIT106	2025-11-01 18:21:00	1	1
ISIT107	2025-11-01 09:30:00	0	1
ISIT107	2025-11-01 18:13:00	1	1
ISIT108	2025-11-01 09:06:00	0	1
ISIT108	2025-11-01 18:40:00	1	1
ISIT109	2025-11-01 08:39:00	0	1
ISIT109	2025-11-01 18:04:00	1	1
ISIT110	2025-11-01 09:13:00	0	1
ISIT110	2025-11-01 17:48:00	1	1
ISIT111	2025-11-01 08:43:00	0	1
ISIT111	2025-11-01 18:46:00	1	1
ISIT200	2025-11-01 08:53:00	0	1
ISIT200	2025-11-01 17:36:00	1	1
ISIT2001	2025-11-01 08:39:00	0	1
ISIT2001	2025-11-01 17:40:00	1	1
8	2025-11-02 08:45:00	0	1
8	2025-11-02 17:30:00	1	1
ISID105	2025-11-02 09:04:00	0	1
ISID105	2025-11-02 17:48:00	1	1
ISIT0022	2025-11-02 08:57:00	0	1
ISIT0022	2025-11-02 17:48:00	1	1
ISIT100	2025-11-02 09:06:00	0	1
ISIT100	2025-11-02 17:30:00	1	1
ISIT101	2025-11-02 08:37:00	0	1
ISIT101	2025-11-02 17:56:00	1	1
ISIT102	2025-11-02 09:26:00	0	1
ISIT102	2025-11-02 18:26:00	1	1
ISIT103	2025-11-02 08:33:00	0	1
ISIT103	2025-11-02 17:42:00	1	1
ISIT104	2025-11-02 08:47:00	0	1
ISIT104	2025-11-02 17:39:00	1	1
ISIT106	2025-11-02 08:53:00	0	1
ISIT106	2025-11-02 18:14:00	1	1
ISIT107	2025-11-02 08:38:00	0	1
ISIT107	2025-11-02 18:33:00	1	1
ISIT108	2025-11-02 08:41:00	0	1
ISIT108	2025-11-02 18:12:00	1	1
ISIT109	2025-11-02 08:42:00	0	1
ISIT109	2025-11-02 18:52:00	1	1
ISIT110	2025-11-02 09:03:00	0	1
ISIT110	2025-11-02 18:42:00	1	1
ISIT111	2025-11-02 08:43:00	0	1
ISIT111	2025-11-02 18:39:00	1	1
ISIT200	2025-11-02 09:06:00	0	1
ISIT200	2025-11-02 18:32:00	1	1
ISIT2001	2025-11-02 08:43:00	0	1
ISIT2001	2025-11-02 18:02:00	1	1
8	2025-11-03 08:38:00	0	1
8	2025-11-03 17:56:00	1	1
ISID105	2025-11-03 09:04:00	0	1
ISID105	2025-11-03 18:21:00	1	1
ISIT0022	2025-11-03 09:13:00	0	1
ISIT0022	2025-11-03 18:56:00	1	1
ISIT100	2025-11-03 08:58:00	0	1
ISIT100	2025-11-03 19:00:00	1	1
ISIT101	2025-11-03 09:27:00	0	1
ISIT101	2025-11-03 18:09:00	1	1
ISIT102	2025-11-03 09:23:00	0	1
ISIT102	2025-11-03 18:40:00	1	1
ISIT103	2025-11-03 09:06:00	0	1
ISIT103	2025-11-03 18:36:00	1	1
ISIT104	2025-11-03 09:06:00	0	1
ISIT104	2025-11-03 17:48:00	1	1
ISIT106	2025-11-03 09:15:00	0	1
ISIT106	2025-11-03 17:59:00	1	1
ISIT107	2025-11-03 08:47:00	0	1
ISIT107	2025-11-03 17:56:00	1	1
ISIT108	2025-11-03 09:24:00	0	1
ISIT108	2025-11-03 18:07:00	1	1
ISIT109	2025-11-03 09:01:00	0	1
ISIT109	2025-11-03 18:36:00	1	1
ISIT110	2025-11-03 08:37:00	0	1
ISIT110	2025-11-03 17:35:00	1	1
ISIT111	2025-11-03 09:27:00	0	1
ISIT111	2025-11-03 17:52:00	1	1
ISIT200	2025-11-03 08:58:00	0	1
ISIT200	2025-11-03 18:29:00	1	1
ISIT2001	2025-11-03 09:00:00	0	1
ISIT2001	2025-11-03 17:32:00	1	1
8	2025-11-04 08:51:00	0	1
8	2025-11-04 18:35:00	1	1
ISID105	2025-11-04 09:14:00	0	1
ISID105	2025-11-04 17:42:00	1	1
ISIT0022	2025-11-04 08:58:00	0	1
ISIT0022	2025-11-04 18:30:00	1	1
ISIT100	2025-11-04 08:53:00	0	1
ISIT100	2025-11-04 18:52:00	1	1
ISIT101	2025-11-04 08:35:00	0	1
ISIT101	2025-11-04 17:35:00	1	1
ISIT102	2025-11-04 08:57:00	0	1
ISIT102	2025-11-04 18:12:00	1	1
ISIT103	2025-11-04 09:02:00	0	1
ISIT103	2025-11-04 17:58:00	1	1
ISIT104	2025-11-04 08:33:00	0	1
ISIT104	2025-11-04 17:39:00	1	1
ISIT106	2025-11-04 08:54:00	0	1
ISIT106	2025-11-04 17:44:00	1	1
ISIT107	2025-11-04 08:57:00	0	1
ISIT107	2025-11-04 18:15:00	1	1
ISIT108	2025-11-04 08:46:00	0	1
ISIT108	2025-11-04 17:38:00	1	1
ISIT109	2025-11-04 08:57:00	0	1
ISIT109	2025-11-04 18:47:00	1	1
ISIT110	2025-11-04 09:26:00	0	1
ISIT110	2025-11-04 18:55:00	1	1
ISIT111	2025-11-04 09:08:00	0	1
ISIT111	2025-11-04 18:50:00	1	1
ISIT200	2025-11-04 08:43:00	0	1
ISIT200	2025-11-04 18:30:00	1	1
ISIT2001	2025-11-04 08:47:00	0	1
ISIT2001	2025-11-04 18:07:00	1	1
8	2025-11-05 09:11:00	0	1
8	2025-11-05 18:11:00	1	1
ISID105	2025-11-05 08:34:00	0	1
ISID105	2025-11-05 18:43:00	1	1
ISIT0022	2025-11-05 09:17:00	0	1
ISIT0022	2025-11-05 18:23:00	1	1
ISIT100	2025-11-05 09:18:00	0	1
ISIT100	2025-11-05 17:33:00	1	1
ISIT101	2025-11-05 08:31:00	0	1
ISIT101	2025-11-05 17:31:00	1	1
ISIT102	2025-11-05 09:04:00	0	1
ISIT102	2025-11-05 17:39:00	1	1
ISIT103	2025-11-05 09:26:00	0	1
ISIT103	2025-11-05 18:45:00	1	1
ISIT104	2025-11-05 09:22:00	0	1
ISIT104	2025-11-05 18:52:00	1	1
ISIT106	2025-11-05 09:00:00	0	1
ISIT106	2025-11-05 18:37:00	1	1
ISIT107	2025-11-05 08:56:00	0	1
ISIT107	2025-11-05 17:50:00	1	1
ISIT108	2025-11-05 08:30:00	0	1
ISIT108	2025-11-05 18:54:00	1	1
ISIT109	2025-11-05 08:57:00	0	1
ISIT109	2025-11-05 18:19:00	1	1
ISIT110	2025-11-05 09:11:00	0	1
ISIT110	2025-11-05 18:56:00	1	1
ISIT111	2025-11-05 08:56:00	0	1
ISIT111	2025-11-05 18:15:00	1	1
ISIT200	2025-11-05 09:01:00	0	1
ISIT200	2025-11-05 18:06:00	1	1
ISIT2001	2025-11-05 09:17:00	0	1
ISIT2001	2025-11-05 17:47:00	1	1
8	2025-11-06 08:35:00	0	1
8	2025-11-06 17:54:00	1	1
ISID105	2025-11-06 08:51:00	0	1
ISID105	2025-11-06 17:36:00	1	1
ISIT0022	2025-11-06 09:22:00	0	1
ISIT0022	2025-11-06 17:34:00	1	1
ISIT100	2025-11-06 08:55:00	0	1
