3	2025-11-01 09:00:00	0	1
3	2025-11-01 18:00:00	1	1
5	2025-11-01 09:00:00	0	1
5	2025-11-01 18:00:00	1	1
12	2025-11-01 09:00:00	0	1
12	2025-11-01 15:00:00	1	1
13	2025-11-01 09:00:00	0	1
13	2025-11-01 20:30:00	1	1
14	2025-11-01 09:00:00	0	1
14	2025-11-01 18:00:00	1	1
15	2025-11-01 09:00:00	0	1
15	2025-11-01 18:00:00	1	1
16	2025-11-01 09:00:00	0	1
16	2025-11-01 18:00:00	1	1
17	2025-11-01 09:00:00	0	1
17	2025-11-01 18:00:00	1	1
19	2025-11-01 09:00:00	0	1
19	2025-11-01 18:00:00	1	1
53	2025-11-01 09:00:00	0	1
53	2025-11-01 20:30:00	1	1
54	2025-11-01 09:00:00	0	1
54	2025-11-01 18:00:00	1	1
55	2025-11-01 09:00:00	0	1
55	2025-11-01 18:00:00	1	1
56	2025-11-01 09:00:00	0	1
56	2025-11-01 18:00:00	1	1
57	2025-11-01 09:00:00	0	1
57	2025-11-01 18:00:00	1	1
58	2025-11-01 09:00:00	0	1
58	2025-11-01 18:00:00	1	1
59	2025-11-01 09:00:00	0	1
59	2025-11-01 18:00:00	1	1
60	2025-11-01 09:00:00	0	1
60	2025-11-01 18:00:00	1	1
61	2025-11-01 09:00:00	0	1
61	2025-11-01 18:00:00	1	1
62	2025-11-01 09:00:00	0	1
62	2025-11-01 18:00:00	1	1
63	2025-11-01 09:00:00	0	1
63	2025-11-01 18:00:00	1	1
64	2025-11-01 09:00:00	0	1
64	2025-11-01 18:00:00	1	1
65	2025-11-01 09:00:00	0	1
65	2025-11-01 18:00:00	1	1
66	2025-11-01 09:00:00	0	1
66	2025-11-01 18:00:00	1	1
67	2025-11-01 09:00:00	0	1
67	2025-11-01 18:00:00	1	1
69	2025-11-01 10:15:00	0	1
69	2025-11-01 18:00:00	1	1
70	2025-11-01 11:30:00	0	1
70	2025-11-01 18:00:00	1	1
71	2025-11-01 09:00:00	0	1
71	2025-11-01 16:45:00	1	1
72	2025-11-01 09:00:00	0	1
72	2025-11-01 15:00:00	1	1
73	2025-11-01 09:00:00	0	1
73	2025-11-01 20:30:00	1	1
74	2025-11-01 09:00:00	0	1
74	2025-11-01 18:00:00	1	1
75	2025-11-01 09:00:00	0	1
75	2025-11-01 18:00:00	1	1
76	2025-11-01 09:00:00	0	1
76	2025-11-01 18:00:00	1	1
77	2025-11-01 09:00:00	0	1
77	2025-11-01 18:00:00	1	1
78	2025-11-01 09:00:00	0	1
78	2025-11-01 18:00:00	1	1
79	2025-11-01 09:00:00	0	1
79	2025-11-01 18:00:00	1	1
80	2025-11-01 09:00:00	0	1
80	2025-11-01 18:00:00	1	1
81	2025-11-01 09:00:00	0	1
81	2025-11-01 18:00:00	1	1
82	2025-11-01 09:00:00	0	1
82	2025-11-01 18:00:00	1	1
83	2025-11-01 09:00:00	0	1
83	2025-11-01 18:00:00	1	1
3	2025-11-03 09:00:00	0	1
3	2025-11-03 18:00:00	1	1
5	2025-11-03 09:00:00	0	1
5	2025-11-03 18:00:00	1	1
8	2025-11-03 11:30:00	0	1
8	2025-11-03 18:00:00	1	1
12	2025-11-03 09:00:00	0	1
12	2025-11-03 18:00:00	1	1
13	2025-11-03 09:00:00	0	1
13	2025-11-03 18:00:00	1	1
14	2025-11-03 09:00:00	0	1
14	2025-11-03 18:00:00	1	1
15	2025-11-03 09:00:00	0	1
15	2025-11-03 18:00:00	1	1
16	2025-11-03 09:00:00	0	1
16	2025-11-03 18:00:00	1	1
17	2025-11-03 09:00:00	0	1
17	2025-11-03 18:00:00	1	1
19	2025-11-03 09:00:00	0	1
19	2025-11-03 18:00:00	1	1
53	2025-11-03 09:00:00	0	1
53	2025-11-03 18:00:00	1	1
54	2025-11-03 09:00:00	0	1
54	2025-11-03 18:00:00	1	1
55	2025-11-03 09:00:00	0	1
55	2025-11-03 18:00:00	1	1
56	2025-11-03 09:00:00	0	1
56	2025-11-03 18:00:00	1	1
57	2025-11-03 09:00:00	0	1
57	2025-11-03 18:00:00	1	1
