1	2025-12-01 09:05:00	0	1
1	2025-12-01 18:00:00	1	1
2	2025-12-01 09:00:00	0	1
2	2025-12-01 18:00:00	1	1
3	2025-12-01 11:05:00	0	1
3	2025-12-01 18:00:00	1	1
4	2025-12-01 09:00:00	0	1
4	2025-12-01 18:05:00	1	1
5	2025-12-01 13:00:00	0	1
5	2025-12-01 18:00:00	1	1
6	2025-12-01 09:00:00	0	1
6	2025-12-01 18:00:00	1	1
7	2025-12-01 09:15:00	0	1
7	2025-12-01 18:00:00	1	1
8	2025-12-01 09:00:00	0	1
8	2025-12-01 18:00:00	1	1
9	2025-12-01 09:00:00	0	1
9	2025-12-01 18:00:00	1	1
10	2025-12-01 09:00:00	0	1
10	2025-12-01 18:00:00	1	1
11	2025-12-01 09:00:00	0	1
11	2025-12-01 18:00:00	1	1
12	2025-12-01 09:00:00	0	1
12	2025-12-01 18:00:00	1	1
13	2025-12-01 09:00:00	0	1
13	2025-12-01 18:00:00	1	1
14	2025-12-01 09:00:00	0	1
14	2025-12-01 18:00:00	1	1
16	2025-12-01 09:00:00	0	1
16	2025-12-01 18:00:00	1	1
17	2025-12-01 09:00:00	0	1
17	2025-12-01 18:00:00	1	1
1	2025-12-02 09:00:00	0	1
1	2025-12-02 18:00:00	1	1
2	2025-12-02 09:03:00	0	1
2	2025-12-02 18:00:00	1	1
3	2025-12-02 09:00:00	0	1
3	2025-12-02 18:00:00	1	1
4	2025-12-02 09:08:00	0	1
4	2025-12-02 18:00:00	1	1
5	2025-12-02 09:00:00	0	1
5	2025-12-02 18:00:00	1	1
6	2025-12-02 09:00:00	0	1
6	2025-12-02 16:30:00	1	1
7	2025-12-02 09:00:00	0	1
7	2025-12-02 18:00:00	1	1
8	2025-12-02 09:00:00	0	1
8	2025-12-02 18:00:00	1	1
9	2025-12-02 09:00:00	0	1
9	2025-12-02 18:00:00	1	1
10	2025-12-02 09:00:00	0	1
10	2025-12-02 18:00:00	1	1
11	2025-12-02 09:00:00	0	1
11	2025-12-02 18:00:00	1	1
12	2025-12-02 09:00:00	0	1
12	2025-12-02 18:00:00	1	1
13	2025-12-02 09:00:00	0	1
13	2025-12-02 18:00:00	1	1
14	2025-12-02 09:00:00	0	1
14	2025-12-02 18:00:00	1	1
16	2025-12-02 09:00:00	0	1
16	2025-12-02 18:00:00	1	1
17	2025-12-02 09:00:00	0	1
17	2025-12-02 18:00:00	1	1
1	2025-12-03 09:15:00	0	1
1	2025-12-03 18:00:00	1	1
2	2025-12-03 09:00:00	0	1
2	2025-12-03 18:00:00	1	1
3	2025-12-03 09:00:00	0	1
3	2025-12-03 18:00:00	1	1
4	2025-12-03 09:00:00	0	1
4	2025-12-03 18:00:00	1	1
5	2025-12-03 11:10:00	0	1
5	2025-12-03 18:00:00	1	1
6	2025-12-03 09:00:00	0	1
6	2025-12-03 18:00:00	1	1
7	2025-12-03 09:00:00	0	1
7	2025-12-03 18:00:00	1	1
8	2025-12-03 09:30:00	0	1
8	2025-12-03 18:00:00	1	1
9	2025-12-03 09:00:00	0	1
9	2025-12-03 18:00:00	1	1
10	2025-12-03 09:00:00	0	1
10	2025-12-03 18:00:00	1	1
11	2025-12-03 09:00:00	0	1
11	2025-12-03 18:00:00	1	1
12	2025-12-03 09:00:00	0	1
12	2025-12-03 18:00:00	1	1
13	2025-12-03 09:00:00	0	1
13	2025-12-03 18:00:00	1	1
14	2025-12-03 09:00:00	0	1
14	2025-12-03 18:00:00	1	1
16	2025-12-03 09:00:00	0	1
16	2025-12-03 18:00:00	1	1
17	2025-12-03 09:00:00	0	1
17	2025-12-03 18:00:00	1	1
1	2025-12-04 09:00:00	0	1
1	2025-12-04 18:00:00	1	1
2	2025-12-04 09:00:00	0	1
2	2025-12-04 18:00:00	1	1
3	2025-12-04 11:05:00	0	1
3	2025-12-04 18:00:00	1	1
4	2025-12-04 09:00:00	0	1
4	2025-12-04 18:00:00	1	1
5	2025-12-04 09:00:00	0	1
5	2025-12-04 18:00:00	1	1
6	2025-12-04 09:45:00	0	1
6	2025-12-04 18:00:00	1	1
7	2025-12-04 09:00:00	0	1
7	2025-12-04 18:00:00	1	1
8	2025-12-04 09:00:00	0	1
8	2025-12-04 18:00:00	1	1
9	2025-12-04 09:00:00	0	1
9	2025-12-04 18:00:00	1	1
10	2025-12-04 09:00:00	0	1
10	2025-12-04 18:00:00	1	1
11	2025-12-04 09:00:00	0	1
11	2025-12-04 18:00:00	1	1
12	2025-12-04 09:00:00	0	1
12	2025-12-04 18:00:00	1	1
13	2025-12-04 09:00:00	0	1
13	2025-12-04 18:00:00	1	1
14	2025-12-04 09:00:00	0	1
14	2025-12-04 18:00:00	1	1
16	2025-12-04 09:00:00	0	1
16	2025-12-04 18:00:00	1	1
17	2025-12-04 09:00:00	0	1
17	2025-12-04 18:00:00	1	1
1	2025-12-09 09:05:00	0	1
1	2025-12-09 18:00:00	1	1
2	2025-12-09 09:00:00	0	1
2	2025-12-09 18:00:00	1	1
3	2025-12-09 09:00:00	0	1
3	2025-12-09 18:00:00	1	1
4	2025-12-09 09:00:00	0	1
4	2025-12-09 18:00:00	1	1
5	2025-12-09 09:00:00	0	1
5	2025-12-09 18:00:00	1	1
6	2025-12-09 09:00:00	0	1
6	2025-12-09 18:00:00	1	1
7	2025-12-09 09:00:00	0	1
7	2025-12-09 18:00:00	1	1
8	2025-12-09 09:00:00	0	1
8	2025-12-09 18:00:00	1	1
9	2025-12-09 09:00:00	0	1
9	2025-12-09 18:00:00	1	1
10	2025-12-09 09:00:00	0	1
10	2025-12-09 18:00:00	1	1
11	2025-12-09 09:00:00	0	1
11	2025-12-09 18:00:00	1	1
12	2025-12-09 09:00:00	0	1
12	2025-12-09 18:00:00	1	1
13	2025-12-09 09:00:00	0	1
13	2025-12-09 18:00:00	1	1
14	2025-12-09 09:00:00	0	1
14	2025-12-09 18:00:00	1	1
16	2025-12-09 09:00:00	0	1
16	2025-12-09 18:00:00	1	1
17	2025-12-09 09:00:00	0	1
17	2025-12-09 18:00:00	1	1
1	2025-12-16 09:20:00	0	1
1	2025-12-16 18:00:00	1	1
2	2025-12-16 09:00:00	0	1
2	2025-12-16 18:00:00	1	1
3	2025-12-16 09:00:00	0	1
3	2025-12-16 18:00:00	1	1
4	2025-12-16 09:00:00	0	1
4	2025-12-16 18:00:00	1	1
5	2025-12-16 09:00:00	0	1
5	2025-12-16 18:00:00	1	1
6	2025-12-16 09:00:00	0	1
6	2025-12-16 18:00:00	1	1
7	2025-12-16 09:00:00	0	1
7	2025-12-16 18:00:00	1	1
8	2025-12-16 09:07:00	0	1
8	2025-12-16 18:00:00	1	1
9	2025-12-16 09:00:00	0	1
9	2025-12-16 18:00:00	1	1
10	2025-12-16 09:00:00	0	1
10	2025-12-16 18:00:00	1	1
11	2025-12-16 11:05:00	0	1
11	2025-12-16 18:00:00	1	1
12	2025-12-16 09:00:00	0	1
12	2025-12-16 18:00:00	1	1
13	2025-12-16 13:05:00	0	1
13	2025-12-16 18:00:00	1	1
14	2025-12-16 09:00:00	0	1
14	2025-12-16 18:00:00	1	1
16	2025-12-16 09:00:00	0	1
16	2025-12-16 18:00:00	1	1
17	2025-12-16 09:00:00	0	1
17	2025-12-16 18:00:00	1	1
1	2025-12-17 09:00:00	0	1
1	2025-12-17 18:00:00	1	1
2	2025-12-17 09:12:00	0	1
2	2025-12-17 18:00:00	1	1
3	2025-12-17 09:00:00	0	1
3	2025-12-17 18:00:00	1	1
4	2025-12-17 09:25:00	0	1
4	2025-12-17 18:00:00	1	1
5	2025-12-17 09:00:00	0	1
5	2025-12-17 18:00:00	1	1
6	2025-12-17 09:00:00	0	1
6	2025-12-17 17:00:00	1	1
7	2025-12-17 09:00:00	0	1
7	2025-12-17 18:00:00	1	1
8	2025-12-17 09:00:00	0	1
8	2025-12-17 18:00:00	1	1
9	2025-12-17 09:55:00	0	1
9	2025-12-17 18:00:00	1	1
10	2025-12-17 09:00:00	0	1
10	2025-12-17 18:00:00	1	1
11	2025-12-17 09:00:00	0	1
11	2025-12-17 18:00:00	1	1
12	2025-12-17 09:00:00	0	1
12	2025-12-17 18:00:00	1	1
13	2025-12-17 09:00:00	0	1
13	2025-12-17 18:00:00	1	1
14	2025-12-17 09:00:00	0	1
14	2025-12-17 18:00:00	1	1
16	2025-12-17 09:00:00	0	1
16	2025-12-17 18:00:00	1	1
17	2025-12-17 09:00:00	0	1
17	2025-12-17 18:00:00	1	1
1	2025-12-18 09:00:00	0	1
1	2025-12-18 18:00:00	1	1
2	2025-12-18 09:00:00	0	1
2	2025-12-18 18:00:00	1	1
3	2025-12-18 09:00:00	0	1
3	2025-12-18 18:00:00	1	1
4	2025-12-18 09:00:00	0	1
4	2025-12-18 18:00:00	1	1
5	2025-12-18 09:00:00	0	1
5	2025-12-18 18:00:00	1	1
6	2025-12-18 09:00:00	0	1
6	2025-12-18 18:00:00	1	1
7	2025-12-18 09:00:00	0	1
7	2025-12-18 18:00:00	1	1
8	2025-12-18 09:00:00	0	1
8	2025-12-18 18:00:00	1	1
9	2025-12-18 09:00:00	0	1
9	2025-12-18 18:00:00	1	1
10	2025-12-18 09:00:00	0	1
10	2025-12-18 18:00:00	1	1
11	2025-12-18 09:00:00	0	1
11	2025-12-18 18:00:00	1	1
12	2025-12-18 09:00:00	0	1
12	2025-12-18 18:00:00	1	1
13	2025-12-18 09:00:00	0	1
13	2025-12-18 18:00:00	1	1
14	2025-12-18 09:00:00	0	1
14	2025-12-18 18:00:00	1	1
16	2025-12-18 09:00:00	0	1
16	2025-12-18 18:00:00	1	1
17	2025-12-18 09:00:00	0	1
17	2025-12-18 18:00:00	1	1
1	2025-12-19 09:00:00	0	1
1	2025-12-19 18:00:00	1	1
2	2025-12-19 09:00:00	0	1
2	2025-12-19 18:00:00	1	1
3	2025-12-19 09:00:00	0	1
3	2025-12-19 18:00:00	1	1
4	2025-12-19 09:00:00	0	1
4	2025-12-19 18:00:00	1	1
5	2025-12-19 09:00:00	0	1
5	2025-12-19 18:00:00	1	1
6	2025-12-19 09:00:00	0	1
6	2025-12-19 18:00:00	1	1
7	2025-12-19 09:00:00	0	1
7	2025-12-19 18:00:00	1	1
8	2025-12-19 09:00:00	0	1
8	2025-12-19 18:00:00	1	1
9	2025-12-19 09:00:00	0	1
9	2025-12-19 18:00:00	1	1
10	2025-12-19 09:00:00	0	1
